Page_ID,Session_ID,Page_URL,Page_Title,Pageviews,Average_Time_on_Page,Exit_Rate
5622,338,https://www.phillips.biz/tagfaq.jsp,Fear choice nothing.,2,214,11.2
5623,4358,https://reyes.com/explore/searchcategory.jsp,Garden involve skill.,11,279,3.38
5624,4334,https://campbell-bond.com/search/postsabout.htm,Notice size.,2,156,80.83
5625,45,https://thompson.net/wp-contentsearch.php,Who.,3,61,39.46
5626,3550,https://walker.org/main/explore/tagfaq.htm,Call commercial theory.,5,144,35.34
5627,1376,http://www.mann-wise.com/tagpost.php,Main small.,6,281,87.29
5628,4640,http://www.elliott.com/search/explore/appindex.html,Black statement.,9,96,39.5
5629,1622,http://www.moore.com/tag/search/blogsearch.html,Nice quickly six.,14,176,26.01
5630,1787,https://www.peters.com/mainhome.php,Performance nothing.,15,61,37.4
5631,552,http://lee-perry.com/categoriesindex.php,Ahead size business every.,11,133,50.68
5632,2467,https://www.garcia-baird.com/explorecategory.php,Accept.,3,245,2.09
5633,2518,https://www.thompson.info/posts/tagslogin.htm,Author.,11,244,38.97
5634,1035,http://www.jackson.com/searchindex.php,Listen easy smile father.,15,71,36.04
5635,4645,http://roman.org/listhome.asp,Moment ask physical.,18,282,63.74
5636,2721,https://www.thornton.net/list/search/mainlogin.html,Head director page.,3,240,3.05
5637,1163,https://tucker.com/tag/tags/mainindex.htm,Wind new worry.,8,189,87.62
5638,3865,https://payne-garcia.com/tag/category/listfaq.html,Pick.,14,15,57.13
5639,4453,http://weaver-allen.com/app/tags/tagabout.html,Fear that within later.,8,123,76.01
5640,4793,http://www.werner-colon.com/tags/mainterms.html,Factor speech.,4,31,48.37
5641,2008,http://matthews.com/list/tagsabout.jsp,Training seat future.,4,232,88.71
5642,864,http://www.long.org/tags/blog/listcategory.jsp,Heavy attention maybe.,13,293,62.64
5643,3930,http://davies.biz/posts/categoriesauthor.php,Tv no.,6,229,55.24
5644,4691,http://hayes.com/tag/blog/wp-contentterms.html,Reality admit.,12,181,43.93
5645,3467,http://www.mccormick.com/categories/explore/wp-contentabout.php,Effort.,11,50,69.86
5646,2970,http://aguilar-taylor.info/maincategory.htm,Tend.,9,44,84.48
5647,3615,http://gardner-castillo.net/wp-content/listmain.php,Indicate become heavy.,10,75,15.88
5648,460,https://www.pollard.com/taghome.htm,Guess only.,17,207,80.93
5649,4470,https://clark.net/explore/categories/categoryprivacy.html,Senior than material.,20,279,11.19
5650,2905,https://www.le.com/searchabout.php,Hear.,5,158,76.85
5651,779,http://sheppard.info/app/listpost.html,Enter.,7,44,71.23
5652,1540,https://cantrell.org/main/searchterms.html,Stand director down stock.,2,131,22.83
5653,3315,https://www.duncan-wong.com/tagsmain.php,Difference clear.,8,244,69.53
5654,153,http://sanders.com/listabout.php,About civil popular.,2,281,62.55
5655,2813,https://www.lopez.com/tagscategory.htm,Program financial.,12,273,71.63
5656,2677,https://www.ortega.com/wp-content/tags/tagabout.php,Approach more short.,1,32,35.47
5657,3632,http://www.beasley-johnson.net/explore/categoryprivacy.html,Argue.,9,153,22.95
5658,967,https://www.velasquez.com/wp-content/wp-contentindex.html,After me manage.,15,290,18.98
5659,3272,https://www.smith.net/category/app/tagsmain.html,Tell exactly.,19,56,75.62
5660,2269,https://sanchez-russell.com/list/categories/searchabout.php,Station.,10,82,14.5
5661,2039,http://www.graham.com/app/main/wp-contentabout.jsp,Sort sister.,10,298,44.71
5662,2792,http://www.salazar.info/explore/wp-contentterms.php,Situation understand.,19,81,64.61
5663,2044,http://www.rodriguez.com/categories/explorefaq.htm,Piece both explain.,8,291,56.91
5664,1482,https://www.hutchinson-chen.com/tag/listmain.htm,Attorney or.,19,190,50.32
5665,817,http://www.davidson-lewis.com/blog/tagspost.html,Wish dark through.,18,147,39.76
5666,4231,https://www.rogers-harper.com/explore/category/categoriescategory.html,Rest support effort.,20,175,83.55
5667,2244,https://www.weaver.biz/posts/apppost.jsp,Then without good class.,6,181,37.32
5668,2666,https://parker-green.net/explore/wp-content/categorycategory.jsp,Candidate great page.,10,238,8.11
5669,4282,http://www.reese-stanton.com/blog/category/wp-contentregister.htm,Improve me step color.,13,293,75.23
5670,184,https://williamson.com/mainindex.html,Heart community.,4,270,63.77
5671,697,http://harrell.com/search/category/maincategory.htm,Gas big.,4,162,19.44
5672,924,http://www.cooper.com/explore/explore/mainlogin.php,Spring.,19,291,77.41
5673,1966,http://cruz-abbott.biz/categories/explore/searchfaq.asp,Physical herself.,16,226,69.97
5674,4885,http://www.butler-perez.biz/categories/wp-contentindex.php,Around anyone.,17,157,45.32
5675,3484,https://www.burgess-butler.com/app/listabout.html,Put box.,9,285,95.03
5676,925,http://www.hale.com/searchhomepage.html,Democratic senior.,15,163,15.0
5677,3544,https://www.gordon-carter.org/categories/explore/tagindex.htm,Prepare direction.,15,158,36.85
5678,339,https://guzman.net/app/posts/exploremain.asp,Commercial.,15,95,66.46
5679,2635,http://www.holmes.com/posts/blogauthor.php,Long matter.,20,273,79.73
5680,2027,https://www.jones.com/categories/searchfaq.html,Left fall goal.,19,266,31.9
5681,4611,http://trujillo-grant.org/wp-content/explore/listauthor.php,Very.,9,205,84.27
5682,4087,https://www.robinson-roman.org/category/mainindex.php,A reduce.,6,104,90.31
5683,2428,http://www.cox.com/search/mainfaq.html,Hope group better situation.,7,69,64.02
5684,189,http://collins.com/main/search/categorymain.asp,Catch face my.,14,291,1.24
5685,4589,https://www.valentine.com/categories/listterms.jsp,Region if not.,6,46,77.47
5686,3736,http://singh.org/tag/postsprivacy.jsp,Half democratic trade.,15,288,74.39
5687,3965,https://hull.com/wp-content/postsfaq.htm,Land room.,4,281,6.85
5688,877,https://www.mccoy.biz/tagauthor.jsp,Strategy central.,6,250,21.03
5689,3555,http://hammond-smith.com/list/mainindex.php,Can end prevent.,20,54,27.13
5690,3302,https://www.le.org/category/tags/tagabout.asp,Term process.,17,243,98.0
5691,1665,http://www.beck-clark.com/wp-content/tags/postsauthor.asp,They sort.,20,52,16.71
5692,2303,https://www.miller.org/tags/search/listlogin.htm,Method.,18,97,1.88
5693,2523,https://lopez.com/wp-content/poststerms.jsp,Look black.,6,149,95.55
5694,4489,https://reed.com/wp-content/app/tagabout.html,Everyone.,13,92,23.36
5695,2575,https://james.com/searchlogin.jsp,President follow health.,20,264,86.76
5696,2925,http://www.daniels-rodriguez.com/tag/categories/categoriesabout.htm,Every total.,5,193,58.48
5697,4776,http://cooke.net/postshomepage.html,Which meeting.,12,89,83.37
5698,2208,http://www.wells.net/listterms.html,Fly glass accept.,8,169,19.53
5699,308,https://www.king-cortez.com/app/tags/mainsearch.html,Forget field.,13,38,95.49
5700,1193,http://christensen.net/explore/tags/exploresearch.htm,Put.,7,232,98.86
5701,2643,http://russell.com/explore/wp-contentterms.jsp,It citizen start.,9,115,54.92
5702,4354,https://rose.biz/listprivacy.jsp,Country bring.,8,102,56.06
5703,1671,https://melton.com/tags/mainmain.html,Couple.,2,259,80.74
5704,209,http://www.perkins.com/listhome.jsp,Before need scientist.,11,145,82.9
5705,1732,http://www.mata.com/exploreprivacy.jsp,Evening expert probably.,18,166,68.45
5706,2752,https://www.hoffman-smith.net/search/app/appabout.php,Sure more property.,12,67,62.51
5707,777,http://www.reyes-burton.com/posts/listauthor.htm,Street action win.,18,53,42.14
5708,1169,https://horne.net/explore/categorymain.htm,Ground a.,16,188,31.79
5709,1345,https://www.kennedy.com/search/posts/wp-contentregister.htm,Expect leader realize.,12,195,69.47
5710,2455,http://stephenson.com/category/tag/tagpost.php,Listen again.,6,221,71.69
5711,3682,https://www.estrada-aguilar.com/postshomepage.php,Worry.,10,173,3.51
5712,3484,http://evans.com/app/posts/appprivacy.htm,Manager low per.,15,142,14.72
5713,2633,http://wagner-cruz.org/wp-contentindex.htm,Risk unit report.,8,142,47.76
5714,2283,http://www.decker-thomas.biz/categoryauthor.asp,Top night quite.,16,273,71.17
5715,310,http://www.mercado.com/explorehomepage.html,Stock to local position.,2,149,73.35
5716,4634,http://rogers-williams.com/posts/posts/tagindex.html,Fight public.,10,119,33.06
5717,2410,http://jackson.org/explorehome.html,Two job.,2,297,43.32
5718,3537,http://www.hansen.com/blogpost.htm,Newspaper determine.,11,124,56.66
5719,2920,http://hoover.com/tagscategory.php,Go image.,5,211,92.51
5720,3698,http://www.lane.com/list/main/listindex.htm,Black woman.,16,223,21.35
5721,1960,https://www.harvey-mccarthy.com/categories/listprivacy.jsp,Section talk training.,8,272,82.6
5722,809,http://www.hudson.com/explore/searchregister.jsp,Player.,15,235,79.56
5723,4933,https://frederick.com/explore/poststerms.html,Take their from.,2,116,54.44
5724,4060,https://www.lewis-richmond.com/listhomepage.html,Leg east.,14,146,71.34
5725,2011,https://butler.com/categoryprivacy.html,Have standard.,11,196,2.38
5726,1571,http://www.freeman.com/blog/tags/explorepost.htm,Agent song.,12,285,93.23
5727,277,https://chambers.info/tag/listabout.htm,Policy course everybody.,13,257,37.07
5728,2696,http://kemp-parker.com/categories/wp-content/postspost.html,Miss way.,18,247,98.27
5729,615,https://stuart-buchanan.com/blogprivacy.htm,All rich.,19,228,30.12
5730,4382,https://kelley.com/main/explorelogin.html,Network.,7,206,19.03
5731,592,https://www.horton.net/tags/tagsauthor.html,Ball step ahead century.,10,205,69.8
5732,3431,http://barrett-marshall.com/explore/mainterms.html,Share explain series.,9,92,27.35
5733,4537,https://www.moreno.net/tag/app/tagsearch.php,Fire paper pretty.,7,92,17.42
5734,3717,http://richardson-myers.com/explore/apppost.php,Kid magazine.,15,299,50.33
5735,3994,http://www.cervantes.com/appmain.php,Respond compare network.,6,43,30.17
5736,1604,http://avila.info/posts/app/tagabout.html,Officer suffer.,4,154,91.16
5737,1143,http://www.mccormick.com/wp-contentmain.jsp,Product hand.,7,104,81.86
5738,3086,https://campos.com/wp-content/wp-content/wp-contentterms.asp,Friend suddenly put.,15,143,38.16
5739,2267,https://wilkerson.org/main/main/tagsmain.html,Write skill him.,7,254,92.21
5740,3095,http://www.jones-coleman.com/tagshome.asp,Result travel base.,18,217,36.74
5741,353,https://www.ramirez-zimmerman.org/tag/searchfaq.php,Which.,6,163,77.8
5742,598,https://harris-mcgee.net/categoryhomepage.htm,Magazine compare.,7,102,93.1
5743,4513,http://www.velazquez.com/blog/explore/listterms.htm,Several fear or.,3,107,31.96
5744,3487,http://www.martin-wright.net/blog/tagcategory.htm,Modern also fight.,1,115,98.04
5745,2213,https://weaver.com/posts/blog/categoriesabout.html,Way market child you.,6,32,20.43
5746,4077,https://www.cherry-frank.com/search/tagshome.htm,Join little each.,12,260,52.44
5747,3194,http://www.gilbert.com/tag/main/wp-contentcategory.php,Operation again.,14,197,80.21
5748,2248,http://www.carter.net/wp-contentregister.asp,Defense soon husband.,6,279,91.73
5749,3027,https://www.jordan.biz/category/tags/tagsindex.html,Work reveal.,14,74,22.22
5750,430,https://www.garcia-wyatt.com/search/wp-contentregister.html,Seven manager.,4,232,57.61
5751,3347,http://rodriguez.info/main/categories/tagssearch.html,Probably fall fill.,12,267,56.84
5752,3956,https://www.harper-adams.com/explore/categoriesregister.html,Rule indeed.,12,37,36.32
5753,3889,https://www.barnes.net/wp-content/main/categoryterms.html,Every site need.,16,195,18.33
5754,3825,http://www.fernandez.com/explorelogin.htm,Difference at.,14,267,88.17
5755,4664,https://moyer-jenkins.info/tag/search/categorysearch.html,Firm little kid loss.,3,272,16.7
5756,725,http://www.bradshaw-sosa.com/blogregister.html,Language pull others shake.,3,292,50.5
5757,115,https://curtis.com/search/explore/apphome.php,Poor at about.,7,202,99.11
5758,1132,http://ward.com/tag/category/blogprivacy.htm,Degree finish.,12,158,37.81
5759,1863,http://graham.com/tag/tagscategory.asp,On.,4,78,4.9
5760,2657,http://www.thomas.com/main/exploreauthor.html,Now story example.,20,15,45.78
5761,2762,https://www.buchanan.net/list/tagsabout.php,Table.,3,219,96.55
5762,2145,http://thomas-craig.com/blogfaq.htm,Traditional vote.,14,49,15.67
5763,979,http://www.marquez.biz/explorefaq.php,Important.,12,182,95.55
5764,1980,https://www.cobb.com/tags/apppost.asp,Here key.,7,109,15.82
5765,780,https://moore.com/tag/appindex.html,Analysis dream.,20,55,49.0
5766,4685,http://cox.net/blog/explorelogin.jsp,Campaign point field.,14,257,72.46
5767,1787,https://ortiz.biz/search/categories/tagfaq.html,Foreign why.,11,10,21.91
5768,3375,http://www.moore.info/categories/category/bloghome.htm,Try benefit the finally.,15,82,42.23
5769,3246,https://johnson-green.info/main/category/tagregister.htm,Find water lot.,6,196,80.85
5770,804,http://mayo-simmons.org/category/categories/wp-contenthome.php,Increase as.,3,138,62.67
5771,590,https://www.santiago-garza.com/explore/postshome.htm,Soon sea.,8,207,25.02
5772,4795,http://www.freeman-zimmerman.biz/mainpost.htm,Other those.,7,137,52.76
5773,474,http://strong.info/categoriesterms.html,Serious degree.,18,148,63.85
5774,3466,https://www.reynolds-greene.biz/listauthor.htm,Success clearly.,17,205,95.5
5775,4391,http://jones.com/wp-content/blog/mainmain.jsp,Since summer at.,18,38,29.74
5776,2353,http://barrett-burke.com/tag/explorehomepage.html,Cover Democrat money.,9,285,80.62
5777,185,http://www.walton.com/app/tags/categorymain.jsp,Activity large field close.,10,270,64.99
5778,2434,https://gray.org/main/blogprivacy.html,Visit work.,1,275,45.23
5779,3912,https://www.harrison-white.info/category/app/blogindex.htm,Yourself medical involve.,18,250,14.15
5780,3802,https://watkins.info/category/category/tagscategory.jsp,Build along.,11,211,44.1
5781,1167,https://www.cantrell.biz/wp-content/listcategory.htm,Add interview.,9,212,8.41
5782,2300,http://rodriguez.com/list/tag/appcategory.php,Later bit.,3,192,58.83
5783,448,http://smith-mueller.org/list/listabout.asp,Section become particular away.,3,292,95.25
5784,3057,http://www.castillo-barber.com/tags/explore/blogindex.asp,Sit carry.,5,194,15.12
5785,1874,https://www.erickson.com/wp-content/search/bloghomepage.html,South produce raise.,1,82,80.91
5786,2549,http://dixon-burns.net/explore/blog/searchregister.html,Before help.,14,262,16.52
5787,535,https://callahan.info/posts/blog/listhomepage.html,Hear wrong.,4,58,58.42
5788,1408,http://www.hobbs-curtis.biz/main/explorelogin.php,Outside ask answer.,1,290,86.4
5789,4519,http://www.garcia.org/blog/listcategory.htm,Class exactly key.,8,71,59.79
5790,4511,https://www.kim.com/categoryfaq.html,Off effort.,10,243,53.99
5791,2467,http://johnston.info/explore/appmain.htm,Herself by.,19,64,53.26
5792,2537,http://www.solomon.com/main/list/tagsfaq.php,Believe also.,6,248,47.46
5793,3531,https://becker.biz/list/category/mainmain.html,Listen boy.,15,183,96.89
5794,1331,http://www.wilson.org/app/category/tagterms.htm,Position worry ok.,16,191,61.11
5795,1938,http://wade.com/categoryterms.php,Painting Democrat full.,12,184,59.55
5796,4202,http://www.jones.com/categories/category/blogsearch.php,Even anyone if during.,19,155,48.48
5797,2334,http://jackson.biz/blog/searchcategory.html,Authority wide student.,14,177,18.41
5798,729,https://dennis-moore.net/list/posts/listabout.html,Economy people father.,20,171,52.97
5799,110,https://pacheco.com/wp-content/category/categoryauthor.html,Bank relate.,14,127,45.52
5800,4589,http://williams.com/wp-contenthome.html,Price its sing.,1,300,83.26
5801,1426,http://www.phillips.com/list/wp-content/apppost.jsp,Continue spend.,13,75,85.18
5802,3966,https://skinner.net/categoriesauthor.htm,People later.,17,210,53.56
5803,949,http://www.benjamin.org/list/tagprivacy.html,Up peace.,1,79,32.4
5804,1506,http://www.smith-hayden.com/posts/listmain.php,Its page police.,4,281,86.25
5805,4274,https://www.patrick-lang.com/tagscategory.html,Next social most.,9,77,49.47
5806,1883,http://manning-stephenson.com/tag/blogsearch.htm,Long this foot.,7,91,13.71
5807,884,http://www.haley-bennett.com/tags/exploreabout.jsp,Whatever art.,4,265,44.86
5808,1209,http://www.matthews.com/blog/tagsfaq.asp,Late want never.,20,232,43.33
5809,3395,http://www.scott-wagner.com/tags/tags/explorehomepage.asp,At own.,2,104,98.52
5810,1054,http://www.brown-cole.com/explore/tags/categoryhome.jsp,Think worry method.,5,252,98.2
5811,4215,http://www.watkins.biz/explore/blog/poststerms.jsp,Artist home.,12,176,48.33
5812,3052,http://www.ferguson-ramirez.com/postsauthor.asp,Man word show.,5,166,31.03
5813,4606,https://www.doyle.org/category/posts/appcategory.jsp,Significant industry about.,4,133,40.52
5814,375,https://www.munoz.com/app/wp-content/blogmain.htm,Understand tough follow.,2,123,1.42
5815,2496,https://kennedy-black.com/app/blogmain.htm,Always most trade.,3,49,19.56
5816,2921,http://www.rhodes.com/blog/main/postsmain.html,Site paper drop.,6,224,94.39
5817,4622,https://www.fernandez.com/wp-contenthome.htm,Agent here enough.,18,239,47.64
5818,1805,https://velez.biz/app/explore/listterms.htm,Able although.,7,51,67.1
5819,2106,https://www.jackson-landry.com/tags/blog/tagsprivacy.htm,Organization prepare it seek.,4,52,69.94
5820,1975,https://hopkins.com/tag/bloghome.html,Us name talk.,8,162,60.94
5821,2294,https://swanson.com/explore/exploreindex.php,Our show.,4,134,11.85
5822,4095,https://baldwin.net/app/explorepost.html,Before vote.,1,250,36.42
5823,3249,http://castro-collins.org/tags/postsindex.php,Amount offer lay.,4,206,49.74
5824,4219,http://reyes.com/poststerms.php,Gas.,5,226,80.44
5825,982,http://www.andersen.biz/app/searchhome.htm,Executive by responsibility.,3,227,25.64
5826,4361,http://www.johnson-curtis.com/categoriespost.htm,Strategy big idea.,9,89,48.75
5827,3097,https://www.lopez.com/app/tagsmain.html,Skin remember.,11,284,93.84
5828,1610,http://www.nelson.com/search/mainabout.htm,Tend skin.,19,57,40.51
5829,3684,https://www.ross.com/wp-contenthomepage.php,Situation late.,17,20,37.13
5830,2394,http://russell.org/wp-content/main/tagpost.html,Even eat.,7,35,66.19
5831,1828,https://foster.net/search/list/categoryhome.jsp,Could push current.,16,218,76.14
5832,2523,http://pope.com/wp-contentabout.htm,Deep social.,16,132,74.05
5833,4654,https://jones.net/blog/wp-contentindex.html,Dream vote statement strategy.,2,19,33.45
5834,4418,https://baldwin.com/wp-contentsearch.html,Do.,5,176,13.0
5835,3312,http://boyd-nicholson.com/tag/tagsregister.php,With myself political election.,14,118,14.46
5836,4686,http://flowers.com/exploreregister.asp,Involve gun his.,8,162,4.44
5837,2307,http://beard-kelley.biz/tag/mainindex.htm,Result be home.,4,76,48.76
5838,1050,http://cox.com/main/categories/mainmain.html,Nearly day raise popular.,17,33,67.83
5839,2079,https://www.porter.org/tag/postscategory.htm,Force PM serious.,13,22,20.49
5840,1227,https://carpenter.net/taglogin.jsp,Newspaper perform.,9,126,75.29
5841,1228,https://www.archer-mays.com/posts/explorefaq.html,Perhaps whose.,16,245,76.5
5842,2813,http://www.gomez.com/explore/categories/searchfaq.asp,Fight raise peace.,5,288,59.98
5843,1111,https://petty.com/tagcategory.html,Often gas human.,8,88,72.27
5844,1409,http://robbins-jackson.org/blog/tags/postsregister.php,Discussion candidate practice.,18,129,52.06
5845,3551,http://www.pearson.com/wp-content/mainregister.php,Challenge enjoy try cultural.,12,16,70.57
5846,3222,https://santos-torres.org/search/categoryhomepage.php,Answer PM.,15,175,70.49
5847,1113,https://www.larson.info/tagsprivacy.html,Could international discuss movement.,4,42,77.11
5848,3945,https://tran.com/category/categories/listindex.html,Other prepare.,20,118,83.21
5849,422,https://www.duncan.com/listsearch.asp,Policy myself.,5,138,25.38
5850,656,https://guzman.org/main/explorelogin.html,Some what medical.,5,58,18.08
5851,3939,https://www.carlson-eaton.com/appprivacy.php,Tax own media.,2,192,45.25
5852,2875,http://parks.org/explore/posts/tagsearch.htm,Amount get.,14,115,95.46
5853,3206,http://www.gonzalez-bright.com/tags/list/categoriesterms.php,Which must.,5,249,58.62
5854,836,https://www.luna.info/main/explore/tagindex.asp,Heart along knowledge.,11,15,65.11
5855,1328,https://kelley.com/main/list/mainregister.php,Tree guess edge.,3,245,2.32
5856,2823,http://dennis.com/main/blog/mainterms.htm,Pm almost likely.,11,292,69.44
5857,3653,https://www.douglas.com/category/category/categoriesterms.htm,Camera white owner.,18,292,6.5
5858,68,http://www.vargas-wright.org/category/mainauthor.html,Piece pick he.,20,91,96.2
5859,3645,https://www.cooper.com/searchauthor.asp,Same wear environment.,6,249,60.75
5860,4113,https://www.myers-obrien.info/wp-contentprivacy.html,Defense market allow.,4,32,4.65
5861,4883,https://www.saunders-johnson.net/app/tags/searchauthor.htm,Thing pressure contain.,10,158,42.61
5862,2161,https://phillips-fowler.com/search/listcategory.html,Man.,20,289,79.56
5863,2199,http://www.kelly.com/explore/explorehome.htm,Air best.,17,190,56.7
5864,3015,https://www.wilson-moore.net/app/categories/blogcategory.html,Shoulder report cost.,5,41,34.48
5865,2757,https://www.petty.com/categoriesauthor.html,Five maintain a.,17,26,55.76
5866,843,http://www.lopez.com/exploreterms.htm,Threat medical experience music.,9,64,28.84
5867,1656,https://www.collins.info/categories/wp-content/blogterms.php,Instead.,6,41,7.01
5868,4128,https://www.higgins-hamilton.com/list/listpost.php,Section ten.,4,270,39.99
5869,1903,http://taylor.com/explorecategory.html,Evidence whether should.,5,54,61.42
5870,2761,http://www.silva.com/app/categories/postslogin.html,Free play speak.,3,172,74.88
5871,4352,http://www.taylor-wilkerson.org/mainfaq.htm,Arm teacher case.,3,39,0.85
5872,3183,https://jackson-turner.com/postsprivacy.htm,Interest best church.,13,215,11.48
5873,3198,https://www.hale.info/tag/exploresearch.php,Some election.,6,89,13.66
5874,2574,https://www.greer.info/mainterms.php,Student grow.,20,69,45.53
5875,4503,http://gregory.com/posts/list/tagscategory.jsp,Budget.,13,55,52.83
5876,2179,http://www.kelly.com/tagsauthor.html,Customer that quite nothing.,3,187,38.66
5877,2508,https://www.pugh-vargas.com/explore/search/wp-contentabout.asp,One social both ground.,1,251,27.93
5878,2000,https://www.wilson.info/list/categoryhomepage.htm,Stand wife design.,7,191,98.6
5879,1570,https://holmes.com/tag/tag/tagslogin.php,Ready society technology Mrs.,17,128,54.15
5880,4187,http://adams-burns.com/category/maincategory.php,Miss senior.,19,160,67.2
5881,4908,http://shaw.biz/listpost.html,Garden dog.,16,92,95.5
5882,3210,http://smith.com/search/search/tagauthor.html,Serious foot part them.,3,254,10.49
5883,271,http://www.owens.net/explore/blogcategory.php,Letter exactly.,8,108,43.77
5884,2815,https://www.harris-meyers.com/taghome.asp,Condition part.,18,247,75.01
5885,2889,https://warren.org/explorehome.html,Month head.,15,60,1.3
5886,2445,https://sanchez.com/app/listpost.html,Buy there.,19,170,62.3
5887,1347,http://nguyen.biz/app/app/postshomepage.php,Reveal.,18,68,82.11
5888,1519,http://morton.com/searchhomepage.htm,Its minute organization.,12,74,42.26
5889,3840,https://bailey.com/blog/mainlogin.htm,True remain vote.,19,95,28.54
5890,144,http://www.black.com/explore/wp-contenthome.htm,Safe if job.,20,137,21.69
5891,3662,http://www.garcia.info/app/blog/categoriesindex.php,Within lawyer place.,1,23,28.35
5892,3075,https://www.miller-parker.com/categoriesregister.jsp,Understand way.,4,43,40.43
5893,1600,https://mendoza.com/search/tags/postssearch.html,Street business.,18,42,7.84
5894,3241,http://www.calhoun-riley.com/list/blog/categorymain.html,Performance wall clear.,1,168,26.58
5895,1363,http://barron.com/search/search/appabout.html,Wear response analysis.,13,26,9.21
5896,4789,http://brown-melton.com/tags/postshome.html,Level our go.,13,210,92.56
5897,2097,http://www.king.info/categories/list/wp-contentcategory.php,Bag report.,2,29,27.65
5898,4249,http://www.sheppard.org/main/mainhomepage.html,Boy treatment market.,17,220,65.33
5899,3475,http://www.griffin.com/explore/wp-content/bloghome.html,Cost son.,3,193,49.75
5900,1871,http://www.fisher.info/blog/categoriespost.htm,Sense myself everything.,11,179,86.0
5901,2641,http://www.gonzales.org/listfaq.php,Development edge.,7,86,70.54
5902,3543,https://www.walls-thompson.com/explore/tag/wp-contentauthor.php,Leg thank.,14,10,37.73
5903,802,https://www.murillo-brown.com/tag/categories/tagsprivacy.php,Know support.,9,188,48.03
5904,4491,http://hernandez.org/main/tag/exploreabout.php,Wrong here our.,2,164,19.37
5905,2645,http://hunter-lucas.com/tags/categoryregister.php,Since article positive.,2,96,39.34
5906,2430,http://www.soto-smith.com/posts/postslogin.html,Head relationship.,10,276,23.75
5907,487,https://www.golden.org/categories/explorecategory.asp,Walk stand player.,12,81,6.25
5908,3980,https://www.hicks.com/explore/tagterms.php,Name.,16,117,92.51
5909,2488,https://www.combs.info/searchregister.html,Oil writer.,13,260,69.57
5910,2869,http://www.watson-arias.net/mainhome.html,Including three music.,15,290,93.97
5911,721,http://vance.com/wp-content/tags/wp-contentfaq.html,Board resource.,4,129,65.68
5912,4036,http://hernandez.biz/explorelogin.html,Professional special.,2,212,50.99
5913,3569,http://www.hanson.org/category/tagsfaq.html,Car number week.,6,195,62.64
5914,3346,https://www.bailey.com/posts/categoriessearch.php,Responsibility fight trouble.,8,218,60.1
5915,4791,https://www.baker.com/search/main/exploresearch.asp,Again data.,13,138,70.7
5916,1614,http://www.ramirez.com/tag/postshomepage.php,Stock join.,7,167,31.45
5917,221,http://www.melton.com/categories/wp-contentfaq.html,Light international actually.,1,54,91.89
5918,2895,http://www.mills.com/blog/appabout.htm,Season nearly hope.,13,29,1.72
5919,3861,https://www.shaw.org/list/categorycategory.php,Possible my prove.,1,146,26.82
5920,3,https://baker.com/wp-content/listcategory.jsp,Dream apply someone.,13,233,31.22
5921,2142,http://lawrence-simmons.org/tags/categoryprivacy.htm,Can if.,3,61,99.21
5922,3686,http://www.miranda-steele.org/posts/listterms.html,Girl sit investment.,1,243,53.03
5923,1261,http://freeman.info/appabout.htm,Technology other short.,1,296,91.49
5924,791,http://www.barrett-yates.com/apphomepage.asp,Citizen foot.,20,57,29.85
5925,2494,http://koch.com/exploresearch.php,Piece offer.,19,36,25.44
5926,3263,https://www.cruz-glenn.com/list/wp-contentprivacy.htm,Indicate story.,5,288,93.85
5927,3570,https://www.aguirre.com/category/blog/searchabout.php,Particular our sense.,8,225,92.03
5928,2853,http://www.nelson-bass.com/wp-content/blog/blogterms.jsp,Someone street.,3,80,95.33
5929,4813,https://www.zimmerman-foster.com/categories/mainmain.htm,Place back.,1,286,72.36
5930,1742,http://harrington.com/listterms.html,Dog nor.,7,283,21.89
5931,2267,https://clayton.org/blog/posts/postsfaq.php,Glass suddenly.,3,185,54.79
5932,1443,https://moran-elliott.com/tags/blog/categoryauthor.html,Morning civil ready.,12,27,67.71
5933,2187,http://perez.net/categories/posts/wp-contentterms.asp,Operation key factor here.,9,54,52.37
5934,3810,http://lozano-miles.com/category/explorefaq.jsp,Left director team religious.,20,140,35.06
5935,1761,https://miller.com/search/postsmain.htm,Standard student.,2,82,87.34
5936,4820,https://www.hernandez-washington.com/tag/tag/maincategory.html,Design move you.,8,235,61.95
5937,4241,http://www.barnett.biz/explore/categoriescategory.html,Week third.,7,234,16.02
5938,487,http://allen.info/app/listlogin.asp,While very.,2,199,66.12
5939,1563,http://www.johnson-washington.com/category/list/tagssearch.html,Bar image he.,19,73,23.8
5940,1660,https://miller.com/tags/poststerms.php,Claim read trial.,9,215,79.07
5941,4146,https://hawkins-williams.com/wp-content/wp-content/categoriesauthor.htm,Old staff safe.,20,101,82.61
5942,3685,https://rice-diaz.biz/blogterms.htm,Economic.,9,101,33.54
5943,3352,http://www.henry-gomez.info/category/categoriesregister.php,Discussion fish.,18,23,47.02
5944,3649,http://www.kennedy.biz/category/taghomepage.php,Adult choose.,6,265,76.24
5945,2502,http://reese-robinson.com/app/blog/postshomepage.jsp,Eye hope.,14,226,41.33
5946,2027,http://www.burns.com/tags/mainhomepage.jsp,General must.,2,206,73.71
5947,1475,https://hayes-smith.info/posts/blog/categoryindex.php,Important attorney decade high.,10,37,62.33
5948,804,https://www.lopez.com/posts/explorepost.html,Consumer red.,10,58,47.11
